Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,sample,female,w,lnw,agesq
121985,996989530109308,May,NY,3022.2651,1250.0,40,43,1,,54,1,1,0,0,"Native, Born In US",2,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,0,31.25,3.4420193761824107,2916
121995,163471047909261,May,NY,2907.3632,1600.0,40,44,1,,35,2,5,1,4,"Native, Born In US",2,"Other telecommunications services (*517 exc. 5171, 5175)",710,"Private, For Profit",Yes,,Employed-Absent,1.0,1,40.0,3.6888794541139363,1225
122049,870964097833029,May,NY,2907.3632,600.0,40,40,1,,38,2,7,0,0,"Native, Born In US",2,Offices of physicians (6211),650,"Private, For Profit",No,No,Employed-At Work,1.0,1,15.0,2.70805020110221,1444
122074,986079430279308,May,NY,3259.704,753.69,35,39,1,,60,2,1,0,0,"Native, Born In US",2,Insurance carriers and related activities (524),540,Government - Local,Yes,,Employed-At Work,1.0,1,21.534000000000002,3.0696330813935253,3600
122163,936799030909303,May,NY,3188.7598,538.46,40,40,1,,51,1,7,0,0,"Native, Born In US",2,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,0,13.461500000000001,2.5998337593150387,2601
122216,237100970210303,May,NC,2932.2862,1230.0,40,43,8,,40,2,1,1,4,"Foreign Born, Not a US Citizen",5,Computer systems design and related services (5415),740,"Private, For Profit",No,No,Employed-At Work,1.0,1,30.75,3.4258899942525267,1600
122274,620979095233489,May,NC,3585.421,1615.38,50,43,1,,32,1,7,0,0,"Native, Born In US",5,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",565,"Private, For Profit",No,No,Employed-At Work,1.0,0,32.3076,3.4753024966689385,1024
122343,985027942339960,May,NC,2932.2862,1115.38,45,43,3,,41,2,5,0,0,"Native, Born In US",5,"Banking and related activities (521, 52211,52219)",740,"Private, For Profit",No,No,Employed-At Work,1.0,1,24.786222222222225,3.210287943237214,1681
122350,26077287370610,May,NC,3240.4942,1673.07,40,43,1,,39,2,5,3,3,"Native, Born In US",5,"Other telecommunications services (*517 exc. 5171, 5175)",630,"Private, For Profit",No,No,Employed-At Work,1.0,1,41.82675,3.7335360870017613,1521
122370,240973099533969,May,NC,3302.5816,1240.0,40,42,1,,60,1,1,0,0,"Native, Born In US",5,"Architectural, engineering, and related services (5413)",600,"Private, For Profit",No,No,Employed-At Work,1.0,0,31.0,3.4339872044851463,3600
122493,330700048412117,May,NC,3529.3972,2307.69,40,43,1,,49,1,1,1,2,"Native, Born In US",5,Pharmaceutical and medicine manufacturing (3254),710,"Private, For Profit",No,No,Employed-At Work,1.0,0,57.69225,4.0551228490683195,2401
122960,618048972339760,May,ND,479.7619,961.53,50,43,1,,30,2,5,0,0,"Native, Born In US",4,5275,630,"Private, For Profit",No,No,Employed-At Work,1.0,1,19.2306,2.9565027603619893,900
122976,730809921531088,May,ND,536.8367,623.07,40,43,1,,25,2,1,1,1,"Native, Born In US",4,Individual and family services (6241),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,15.57675,2.745779417912217,625
123003,899870261470633,May,ND,479.7619,668.0,40,42,1,,34,2,1,2,5,"Native, Born In US",4,"Residential care facilities, without nursing (6232, 6233, 6239)",630,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,16.7,2.8154087194227095,1156
123024,931315340800188,May,ND,449.1198,640.0,40,43,1,,34,2,1,1,2,"Native, Born In US",4,"Construction, mining and oil field machinery manufacturing (33312, 33313)",740,"Private, For Profit",No,No,Employed-At Work,1.0,1,16.0,2.772588722239781,1156
123080,390983205099956,May,OH,3276.6188,846.15,40,44,1,,43,2,1,3,8,"Native, Born In US",3,Metal forgings and stampings (3321),735,"Private, For Profit",No,No,Employed-At Work,1.0,1,21.15375,3.0518171947401584,1849
123150,939959570179301,May,OH,2899.8988,1346.15,40,43,1,,48,1,5,0,0,"Native, Born In US",3,Individual and family services (6241),630,Government - Local,No,Yes,Employed-At Work,1.0,0,33.65375,3.516124491189194,2304
123181,979770406690973,May,OH,5093.0695,669.2,40,40,2,2.0,47,2,1,0,0,"Native, Born In US",3,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-Absent,1.0,1,16.73,2.8172035149987327,2209
123213,54883390996492,May,OH,2995.0547,1807.69,45,43,1,,57,2,7,0,0,"Native, Born In US",3,Dairy product manufacturing (3115),600,"Private, For Profit",No,No,Employed-At Work,1.0,1,40.17088888888889,3.6931425763038344,3249
123463,919309270779309,May,OH,4907.0093,1442.0,40,44,2,,50,1,1,0,0,"Native, Born In US",3,National security and international affairs (928),700,Government - Federal,No,No,Employed-At Work,1.0,0,36.05,3.584906863730958,2500
123763,966079999339200,May,OH,2379.2185,1153.84,40,39,1,,40,1,1,1,3,"Native, Born In US",3,** Construction (23),600,"Private, For Profit",No,No,Employed-At Work,1.0,0,28.845999999999997,3.3619713351613183,1600
123793,340009969467686,May,OK,3133.9495,543.4,38,39,1,,31,1,7,0,0,"Native, Born In US",7,Grocery stores (4451),510,"Private, For Profit",No,No,Employed-At Work,1.0,0,14.299999999999999,2.6602595372658615,961
123906,720906064347039,May,OK,3041.43,975.0,45,40,1,,50,1,1,0,0,"Native, Born In US",7,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,0,21.666666666666668,3.0757749812275277,2500
124000,945000998439610,May,OK,2896.8207,826.0,40,39,1,,29,2,1,2,5,"Native, Born In US",7,"Business, professional, political, and similar organizations (8139 exc. 81393)",725,"Private, Nonprofit",No,No,Employed-Absent,1.0,1,20.65,3.027715319407042,841
124065,34496469100844,May,OR,1847.8992,1884.61,45,44,1,,42,2,1,1,3,"Native, Born In US",9,Outpatient care centers (6214),735,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,41.88022222222222,3.734813692154023,1764
124095,340109906464484,May,OR,2295.1532,615.38,40,40,1,,58,1,1,0,0,"Native, Born In US",9,Management of companies and enterprises (551),520,"Private, For Profit",No,No,Employed-At Work,1.0,0,15.3845,2.733360509058375,3364
124100,408033906050151,May,OR,2295.1532,1305.36,40,39,1,,57,1,1,0,0,"Native, Born In US",9,Labor unions (81393),630,"Private, Nonprofit",Yes,,Employed-At Work,1.0,0,32.634,3.4853546896688785,3249
124121,497937000099138,May,OR,1847.8992,711.53,40,43,1,,41,2,7,0,0,"Native, Born In US",9,"Other professional, scientific, and technical services (5419 exc. 54194)",735,"Private, Nonprofit",No,No,Employed-Absent,1.0,1,17.788249999999998,2.8785381269683965,1681
124155,910021929439950,May,OR,2201.9063,1346.15,45,43,1,,29,2,1,0,0,"Native, Born In US",9,"Management, scientific, and technical consulting services (5416)",735,"Private, For Profit",No,No,Employed-At Work,1.0,1,29.914444444444445,3.39834145553281,841
124240,603704764899911,May,OR,2119.6412,1057.69,40,39,1,,46,2,1,0,0,"Native, Born In US",9,Employment services (5613),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,26.44225,3.274963109698682,2116
124456,290926099543819,May,PA,3158.0596,2153.0,40,43,1,,25,1,7,0,0,"Native, Born In US",2,"Colleges and universities, including junior colleges (6112, 6113)",725,"Private, For Profit",No,No,Employed-At Work,1.0,0,53.825,3.985738043250427,625
124498,550427090847769,May,PA,3318.7255,850.0,40,43,1,,30,2,7,0,0,"Native, Born In US",2,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,1,21.25,3.056356895370426,900
124569,7909074896792,May,PA,3544.8718,1057.0,40,44,1,,50,2,1,2,10,"Native, Born In US",2,"Non-depository credit and related activities (5222, 5223)",630,"Private, For Profit",No,No,Employed-At Work,1.0,1,26.425,3.2743105317563015,2500
124589,38474320996495,May,PA,3066.7445,360.0,24,43,1,,60,2,7,0,0,"Native, Born In US",2,Management of companies and enterprises (551),520,"Private, For Profit",No,No,Employed-At Work,1.0,1,15.0,2.70805020110221,3600
124714,404087405093271,May,PA,2990.4275,840.0,40,39,1,,59,2,1,0,0,"Native, Born In US",2,Hospitals (622),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,21.0,3.044522437723423,3481
124777,524879047001304,May,PA,3265.3768,1788.46,40,44,1,,51,1,1,0,0,"Native, Born In US",2,"Aerospace products and parts manufacturing (336414, 336415, 336419)",530,"Private, For Profit",No,No,Employed-At Work,1.0,0,44.7115,3.8002307392246055,2601
124849,902799470799409,May,PA,2945.7284,115.38,8,43,1,,60,2,1,0,0,"Native, Born In US",2,"** Machinery, equipment, and supplies, merchant wholesalers (*4238)",725,"Private, For Profit",No,No,Employed-At Work,1.0,1,14.4225,2.6687894871489073,3600
124888,944042213479060,May,PA,3295.9542,692.0,40,40,2,,38,2,7,3,14,"Native, Born In US",2,****Department stores and discount stores (s45211),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,17.3,2.8507065015037334,1444
124892,955082761479890,May,PA,3420.2963,700.0,40,43,1,,46,2,1,0,0,"Native, Born In US",2,Management of companies and enterprises (551),520,"Private, For Profit",No,No,Employed-At Work,1.0,1,17.5,2.8622008809294686,2116
125489,495943307097428,May,RI,473.4888,2884.61,50,43,1,,40,2,1,3,3,"Native, Born In US",1,"Community food and housing, and emergency services (6242)",735,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,57.6922,4.0551219824004106,1600
125511,520946098247349,May,RI,456.1508,900.0,60,39,1,,64,1,5,1,4,"Native, Born In US",1,"** Motor vehicles, parts and supplies, merchant wholesalers (*4231)",520,"Private, For Profit",No,No,Employed-At Work,1.0,0,15.0,2.70805020110221,4096
125550,727074908439480,May,RI,501.886,2653.0,50,43,1,,56,2,5,0,0,"Native, Born In US",1,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,1,53.06,3.971423348709594,3136
125583,840947079447379,May,RI,569.5904,650.0,40,42,1,,23,1,7,0,0,"Native, Born In US",1,Miscellaneous general merchandise stores (4529),520,"Private, For Profit",No,No,Employed-At Work,1.0,0,16.25,2.7880929087757464,529
125632,994659870587401,May,RI,471.514,923.07,30,43,1,,45,1,1,2,3,"Native, Born Abroad Of US Parent(s)",1,Computer systems design and related services (5415),710,"Private, For Profit",No,No,Employed-At Work,1.0,0,30.769000000000002,3.42650768961832,2025
125957,160962099343279,May,SD,278.7803,794.5,45,43,1,,61,2,4,0,0,"Native, Born In US",4,Hospitals (622),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,17.655555555555555,2.871050496206451,3721
126014,671066921439480,May,SD,393.0374,1057.0,40,43,1,,45,2,3,2,4,"Native, Born In US",4,Hospitals (622),530,"Private, For Profit",No,No,Employed-At Work,1.0,1,26.425,3.2743105317563015,2025
126137,994066969439830,May,SD,382.9657,1192.3,40,43,1,,38,1,1,3,8,"Native, Born In US",4,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,0,29.807499999999997,3.39476003969815,1444
126150,32006271430240,May,SD,451.6536,865.38,32,46,1,,60,1,1,0,0,"Native, Born In US",4,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",740,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,27.043125,3.297432814023747,3600
126153,54744760791691,May,SD,382.9657,807.69,40,43,1,,39,1,7,1,3,"Native, Born In US",4,Support activities for agriculture and forestry (115),630,Government - Local,No,No,Employed-At Work,1.0,0,20.19225,3.005298867423203,1521
126241,664080047908375,May,SD,505.2183,315.0,35,40,1,,19,2,7,0,0,"Native, Born In US",4,****Department stores and discount stores (s45211),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,9.0,2.1972245773362196,361
126384,905047970479730,May,TN,2932.0054,807.69,40,44,1,,32,1,7,0,0,"Native, Born In US",6,Pharmaceutical and medicine manufacturing (3254),740,"Private, For Profit",No,No,Employed-At Work,1.0,0,20.19225,3.005298867423203,1024
126731,24094380995798,May,TX,3375.2229,2115.0,50,39,1,,44,1,7,0,0,"Native, Born In US",7,Automobile dealers (4411),710,"Private, For Profit",No,No,Employed-At Work,1.0,0,42.3,3.744787086052232,1936
126903,407902074895258,May,TX,3901.8316,1057.69,40,43,1,,54,2,5,1,4,"Native, Born In US",7,Management of companies and enterprises (551),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,26.44225,3.274963109698682,2916
126987,684124097901198,May,TX,3888.7028,692.0,40,39,2,,37,2,7,1,4,"Native, Born In US",7,Real estate (531),740,Government - Local,No,No,Employed-At Work,1.0,1,17.3,2.8507065015037334,1369
126989,690981098443139,May,TX,3743.9372,1538.46,40,43,5,,30,1,7,0,0,"Native, Born In US",7,*** Electronic shopping (New industry *454111),520,"Private, For Profit",No,No,Employed-At Work,1.0,0,38.4615,3.649657740960155,900
127089,879860231970934,May,TX,3500.8176,2000.0,40,43,1,,36,1,7,0,0,"Native, Born In US",7,"** Drugs, sundries, and chemical and allied products, merchant (wholesalerss*4242, 4246)",710,"Private, For Profit",No,No,Employed-At Work,1.0,0,50.0,3.912023005428146,1296
127307,61008107470750,May,TX,2967.5141,360.0,40,43,1,1.0,51,2,5,0,0,"Foreign Born, US Cit By Naturalization",7,Outpatient care centers (6214),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,9.0,2.1972245773362196,2601
127322,83064780698097,May,TX,3921.4416,950.0,40,40,1,,31,1,1,0,0,"Native, Born In US",7,"Toys, amusement, and sporting goods manufacturing (33992, 33993)",740,"Private, For Profit",No,No,Employed-At Work,1.0,0,23.75,3.1675825304806504,961
127424,360986094943469,May,TX,3530.9663,1115.0,40,40,1,1.0,47,2,1,0,0,"Native, Born In US",7,"** Groceries and related products, merchant wholesalers (*4244)",640,"Private, For Profit",No,No,Employed-At Work,1.0,1,27.875,3.3277302297802827,2209
127566,740809873320166,May,TX,3676.9715,692.11,40,39,2,,47,2,5,0,0,"Native, Born In US",7,Real estate (531),740,Government - Local,No,No,Employed-Absent,1.0,1,17.30275,2.8508654484085767,2209
127664,899280554280974,May,TX,3118.6193,1115.0,40,39,1,,44,2,5,0,0,"Native, Born In US",7,"Other health care services (6215, 6219)",630,"Private, For Profit",No,No,Employed-At Work,1.0,1,27.875,3.3277302297802827,1936
127726,938989970356407,May,TX,3654.2564,1000.0,40,40,1,,48,1,5,0,0,"Native, Born In US",7,** Construction (23),600,"Private, For Profit",No,No,Employed-At Work,1.0,0,25.0,3.2188758248682006,2304
127820,230986094743229,May,TX,3015.5964,544.0,40,40,1,,61,2,1,0,0,"Native, Born In US",7,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,1,13.6,2.6100697927420065,3721
127829,284093007909860,May,TX,3177.1748,544.0,40,39,1,,57,2,1,0,0,"Native, Born In US",7,Support activities for mining (213),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,13.6,2.6100697927420065,3249
128083,950988099947099,May,TX,3437.4855,1634.61,40,43,1,,50,1,1,1,4,"Native, Born In US",7,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,0,40.865249999999996,3.710280068654017,2500
128150,960997091547929,May,UT,1629.9684,1390.0,40,42,1,,37,2,7,0,0,"Native, Born In US",8,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",735,"Private, For Profit",No,No,Employed-At Work,1.0,1,34.75,3.548179572010801,1369
128166,999919770269405,May,UT,1512.7183,865.38,40,43,1,,59,1,5,0,0,"Native, Born In US",8,National security and international affairs (928),630,Government - Federal,No,No,Employed-At Work,1.0,0,21.6345,3.0742892627095375,3481
128203,207907084595269,May,UT,1894.8614,742.3,40,43,1,,31,2,1,0,0,"Native, Born In US",8,Employment services (5613),630,Government - State,No,No,Employed-At Work,1.0,1,18.557499999999997,2.9208740200095646,961
128326,920890558040074,May,UT,1839.5193,1153.84,40,43,1,,34,1,7,0,0,"Native, Born In US",8,4795,740,"Private, For Profit",No,No,Employed-At Work,1.0,0,28.845999999999997,3.3619713351613183,1156
128331,973019796439670,May,UT,1573.63,1000.0,40,40,1,,62,2,5,0,0,"Native, Born In US",8,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",500,"Private, For Profit",No,No,Employed-At Work,1.0,1,25.0,3.2188758248682006,3844
128369,594139097001008,May,UT,2361.2125,903.84,40,43,1,,23,2,1,0,0,"Native, Born In US",8,"Toys, amusement, and sporting goods manufacturing (33992, 33993)",710,"Private, For Profit",No,No,Employed-At Work,1.0,1,22.596,3.1177728994630156,529
128499,132566399000951,May,VT,309.1584,2307.0,40,43,1,,62,2,1,0,0,"Native, Born In US",1,"** Groceries and related products, merchant wholesalers (*4244)",735,"Private, For Profit",No,No,Employed-At Work,1.0,1,57.675,4.054823804059818,3844
128581,605031033908999,May,VT,330.5948,923.07,32,43,1,,35,2,1,2,5,"Native, Born In US",1,"Colleges and universities, including junior colleges (6112, 6113)",710,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,28.8459375,3.361969168480749,1225
128671,7915300995592,May,VT,350.017,1120.0,40,42,1,,52,1,1,1,4,"Native, Born In US",1,Couriers and messengers (492),565,"Private, For Profit",No,No,Employed-At Work,1.0,0,28.0,3.332204510175204,2704
128695,105095023906692,May,VT,487.012,525.0,40,43,1,,23,1,1,0,0,"Native, Born In US",1,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,0,13.125,2.5745188084776873,529
128708,350009988015659,May,VT,311.0396,729.6,38,39,1,,58,2,1,0,0,"Native, Born In US",1,Management of companies and enterprises (551),520,"Private, For Profit",No,No,Employed-At Work,1.0,1,19.2,2.954910279033736,3364
128752,750006437384998,May,VT,336.7277,2697.5,40,43,1,,49,1,1,2,4,"Native, Born In US",1,Computer systems design and related services (5415),650,"Private, For Profit",No,No,Employed-At Work,1.0,0,67.4375,4.211201243018354,2401
128774,936578559000596,May,VT,419.5335,252.0,28,40,1,,25,1,7,0,0,"Native, Born In US",1,National security and international affairs (928),565,Government - Federal,No,No,Employed-At Work,1.0,0,9.0,2.1972245773362196,625
128816,199350979740975,May,VA,3052.2527,2615.38,42,46,1,,61,2,5,0,0,"Native, Born In US",5,Elementary and secondary schools (6111),740,Government - Federal,No,No,Employed-At Work,1.0,1,62.27095238095238,4.131495063145954,3721
128911,37985310999491,May,VA,2757.1661,807.69,40,43,1,,36,2,1,1,1,"Native, Born In US",5,Elementary and secondary schools (6111),640,Government - Local,No,No,Employed-At Work,1.0,1,20.19225,3.005298867423203,1296
128960,199680843580975,May,VA,3282.4776,1634.61,40,43,1,,41,1,1,1,3,"Native, Born In US",5,Investigation and security services (5616),650,"Private, For Profit",No,No,Employed-At Work,1.0,0,40.865249999999996,3.710280068654017,1681
128985,350100047360314,May,VA,3072.5001,1730.76,40,44,2,,31,1,1,0,0,"Native, Born In US",5,"Justice, public order, and safety activities (922, pt. 92115)",630,Government - Federal,No,No,Employed-At Work,1.0,0,43.269,3.767436443269483,961
129039,600217004357340,May,VA,4180.3321,2884.61,50,44,4,,47,2,7,0,0,"Foreign Born, US Cit By Naturalization",5,Scientific research and development services (5417),710,"Private, For Profit",No,No,Employed-At Work,1.0,1,57.6922,4.0551219824004106,2209
129112,925071939579100,May,VA,2656.486,692.0,40,40,2,,49,2,1,0,0,"Native, Born In US",5,Employment services (5613),700,"Private, For Profit",No,No,Employed-At Work,1.0,1,17.3,2.8507065015037334,2401
129114,925071939579100,May,VA,2769.6796,769.0,40,43,2,,25,2,7,0,0,"Native, Born In US",5,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,1,19.225,2.9562115153917077,625
129255,72695710795792,May,VA,2833.5846,700.0,45,39,1,,56,2,1,0,0,"Native, Born In US",5,Employment services (5613),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,15.555555555555555,2.7444178452730847,3136
129280,480914061453499,May,VA,2729.1828,830.76,40,43,1,,35,2,1,2,5,"Native, Born In US",5,"Administration of environmental quality and housing programs (924, 925)",565,Government - State,No,No,Employed-At Work,1.0,1,20.769,3.033461490363998,1225
129333,7565330991393,May,WA,2885.8536,2250.0,40,43,1,,48,1,5,0,0,"Native, Born In US",9,Administration of human resource programs (923),565,Government - Local,Yes,,Employed-Absent,1.0,0,56.25,4.029806041084529,2304
129350,107906945690013,May,WA,3620.1707,1000.0,40,39,1,,32,1,1,0,0,"Native, Born In US",9,National security and international affairs (928),630,Government - Federal,No,Yes,Employed-At Work,1.0,0,25.0,3.2188758248682006,1024
129357,307004175100343,May,WA,3820.4392,1250.07,45,39,8,,37,1,1,0,0,"Native, Born In US",9,"Colleges and universities, including junior colleges (6112, 6113)",710,Government - State,No,No,Employed-At Work,1.0,0,27.779333333333334,3.3242923389580854,1369
129361,370930093653159,May,WA,2747.9816,400.0,40,36,1,1.0,38,2,1,1,4,"Foreign Born, US Cit By Naturalization",9,****Department stores and discount stores (s45211),700,"Private, For Profit",No,No,Employed-At Work,1.0,1,10.0,2.302585092994046,1444
129401,730936091157409,May,WA,2851.0002,1384.0,40,43,1,1.0,52,2,1,1,4,"Native, Born In US",9,"Executive offices and legislative bodies (92111, 92112, 92114, pt. 92115)",630,Government - Local,Yes,,Employed-At Work,1.0,1,34.6,3.543853682063679,2704
129439,951043957579420,May,WA,2876.7182,1350.0,42,43,4,,36,2,1,2,8,"Native, Born In US",9,Furniture and home furnishings stores (442),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,32.142857142857146,3.470190253149107,1296
129469,47305330924193,May,WA,3533.4212,2884.61,40,40,4,,47,1,7,0,0,"Foreign Born, US Cit By Naturalization",9,Computer systems design and related services (5415),630,"Private, For Profit",No,No,Employed-At Work,1.0,0,72.11525,4.27826553371462,2209
129541,470598489300558,May,WA,3591.6641,769.23,40,40,1,,26,1,7,0,0,"Native, Born In US",9,"Other amusement, gambling, and recreation industries (713 exc. 71395)",735,"Private, For Profit",No,No,Employed-At Work,1.0,0,19.23075,2.9565105604002095,676
129572,598987404050385,May,WA,3072.0753,961.53,40,41,5,,54,2,7,0,0,"Native, Born In US",9,Hospitals (622),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,24.038249999999998,3.179646311676199,2916
129622,935023493579430,May,WA,3304.4752,1884.61,40,43,1,,51,2,1,0,0,"Native, Born In US",9,"Aerospace products and parts manufacturing (336414, 336415, 336419)",530,"Private, For Profit",No,No,Employed-Absent,1.0,1,47.115249999999996,3.8525967278104063,2601
129623,935023493579430,May,WA,2908.7605,2250.0,40,43,1,,53,1,1,0,0,"Native, Born In US",9,"Aerospace products and parts manufacturing (336414, 336415, 336419)",530,"Private, For Profit",No,No,Employed-Absent,1.0,0,56.25,4.029806041084529,2809
129929,499810323980975,May,WV,1503.1648,1120.0,40,39,1,,57,1,5,0,0,"Native, Born In US",5,Wired telecommunications carriers (*5171),630,"Private, For Profit",No,No,Employed-At Work,1.0,0,28.0,3.332204510175204,3249
130116,599970487430975,May,WI,2874.096,550.0,40,36,1,1.0,49,1,1,1,3,"Foreign Born, US Cit By Naturalization",3,Animal slaughtering and processing (3116),740,"Private, For Profit",No,No,Employed-At Work,1.0,0,13.75,2.6210388241125804,2401
130141,785025939539360,May,WI,2558.5198,947.34,38,40,2,,39,2,7,1,4,"Native, Born In US",3,Individual and family services (6241),630,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,24.93,3.2160718975354663,1521
130152,907903625592215,May,WI,2347.236,2884.61,40,42,1,,36,1,5,0,0,"Native, Born In US",3,"Miscellaneous manufacturing, n.e.c. (3399 exc. 33992, 33993)",600,"Private, For Profit",No,No,Employed-At Work,1.0,0,72.11525,4.27826553371462,1296
130187,203708935894545,May,WI,1834.8244,788.46,40,41,3,,37,2,1,2,2,"Native, Born In US",3,"Other amusement, gambling, and recreation industries (713 exc. 71395)",725,"Private, For Profit",No,No,Employed-At Work,1.0,1,19.7115,2.9812022217696654,1369
130271,40835350998095,May,WI,2923.767,673.07,40,42,1,,24,2,7,0,0,"Native, Born In US",3,"Machinery manufacturing, n.e.c. (3332, 3334, 3339)",710,"Private, For Profit",No,No,Employed-At Work,1.0,1,16.82675,2.8229698820090032,576
130448,350509977987986,May,WI,2072.36,920.0,40,39,1,,48,2,1,0,0,"Native, Born In US",3,Insurance carriers and related activities (524),540,"Private, For Profit",No,No,Employed-At Work,1.0,1,23.0,3.1354942159291497,2304
130460,506047200009581,May,WI,1896.3129,2884.61,50,43,1,,44,2,2,1,3,"Native, Born In US",3,Miscellaneous nonmetallic mineral product manufacturing (3279),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,57.6922,4.0551219824004106,1936
130645,507101235103836,May,WY,407.1037,615.38,40,40,1,,27,2,7,2,8,"Native, Born In US",8,Support activities for mining (213),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,15.3845,2.733360509058375,729
130659,566427705042639,May,WY,341.7126,1153.84,40,41,1,,43,2,1,1,4,"Native, Born In US",8,Nonmetallic mineral mining and quarrying (2123),530,"Private, For Profit",No,No,Employed-At Work,1.0,1,28.845999999999997,3.3619713351613183,1849
130692,699790735590975,May,WY,337.03,626.92,40,40,1,,49,2,5,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",630,Government - State,No,No,Employed-At Work,1.0,1,15.672999999999998,2.751939486671931,2401
130751,936979970559507,May,WY,407.1754,288.46,20,43,1,,28,2,1,0,0,"Native, Born In US",8,"Colleges and universities, including junior colleges (6112, 6113)",735,Government - State,No,No,Employed-At Work,1.0,1,14.422999999999998,2.668824154601373,784
130933,99091119080930,June,AL,4076.8902,1153.84,40,44,2,,41,2,7,0,0,"Native, Born In US",6,Administration of human resource programs (923),740,Government - Federal,Yes,,Employed-At Work,1.0,1,28.845999999999997,3.3619713351613183,1681
131156,66958208053209,June,AK,371.5552,1153.84,40,40,1,,62,2,1,0,0,"Native, Born In US",9,Employment services (5613),630,Government - State,Yes,,Employed-At Work,1.0,1,28.845999999999997,3.3619713351613183,3844
131266,57420420762899,June,AK,366.3895,212.5,25,38,1,,46,2,1,2,3,"Native, Born In US",9,"Management, scientific, and technical consulting services (5416)",725,"Private, For Profit",No,No,Employed-Absent,1.0,1,8.5,2.1400661634962708,2116
131404,749072622049580,June,AK,370.7986,760.0,40,40,4,,49,2,7,0,0,"Native, Born Abroad Of US Parent(s)",9,"Management, scientific, and technical consulting services (5416)",710,"Private, For Profit",No,No,Employed-At Work,1.0,1,19.0,2.9444389791664403,2401
131632,987091629400732,June,AZ,3555.4246,440.0,40,44,1,,53,2,1,0,0,"Native, Born In US",8,Elementary and secondary schools (6111),630,"Private, For Profit",No,No,Employed-At Work,1.0,1,11.0,2.3978952727983707,2809
131687,140845097808119,June,AZ,3437.8402,2884.61,50,44,1,,53,2,1,1,4,"Native, Born In US",8,Elementary and secondary schools (6111),630,Government - Local,No,No,Employed-At Work,1.0,1,57.6922,4.0551219824004106,2809
131737,664029040639000,June,AZ,3378.3718,600.0,40,43,1,7.0,24,2,7,0,0,"Native, Born In US",8,National security and international affairs (928),565,Government - Federal,No,No,Employed-At Work,1.0,1,15.0,2.70805020110221,576
132146,663096608389,June,CA,2769.5881,1115.38,40,40,1,,54,2,1,0,0,"Native, Born In US",9,"** Groceries and related products, merchant wholesalers (*4244)",735,"Private, For Profit",No,No,Employed-At Work,1.0,1,27.884500000000003,3.328070978893597,2916
132194,30150860985592,June,CA,2982.5204,2115.38,40,39,1,,54,2,1,0,0,"Foreign Born, Not a US Citizen",9,Pharmaceutical and medicine manufacturing (3254),565,"Private, For Profit",No,No,Employed-At Work,1.0,1,52.8845,3.9681102902586276,2916
132397,98994809018627,June,CA,3331.32,1307.69,45,43,1,,26,2,7,0,0,"Native, Born In US",9,Management of companies and enterprises (551),520,"Private, For Profit",No,No,Employed-At Work,1.0,1,29.05977777777778,3.3693550110990573,676
